id,title,factionId,faction,activeDeityCount,teamSize,mapId,combatArchitecture,crossFactionRunIns,loreContinuityGuard
"MG-F02-C02-M08","Stand the Valkyrie Weatherfield: Lughching Law","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C03-M09","Swear the Rune-Mountain Hall: Key Verdict","MG-FACTION-002","","1","1","MG-MAP-004","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C03-M10","Strike the Rune-Mountain Hall: Elite Lock","MG-FACTION-002","","1","1","MG-MAP-004","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C03-M11","Bind the Rune-Mountain Hall: Warden Duel","MG-FACTION-002","","1","1","MG-MAP-004","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C03-M12","Stand the World-Root Snare Path: Lore Price","MG-FACTION-002","","1","1","MG-MAP-004","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C04-M13","Swear the World-Root Snare Path: Relic Detour","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-001""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C04-M14","Strike the World-Root Snare Path: Hidden Cache","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C04-M15","Bind the Betrayal Memory Hollow: Boss Threshold","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C04-M16","Stand the Betrayal Memory Hollow: Final Approach","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C05-M17","Swear the Betrayal Memory Hollow: Antechamber Seal","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C05-M18","Strike the Standard Bearer Storm Keep: Ascension Seal","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-001""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C05-M19","Bind the Standard Bearer Storm Keep: Boss Chamber","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-C05-M20","Stand the Standard Bearer Storm Keep: Gate Verdict","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-E-C01-M01","Elite: Swear the Broken Rune Arrival Span: First Crossing","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F02-E-C01-M02","Elite: Strike the Broken Rune Arrival Span: Name at the Gate","MG-FACTION-002","","1","1","MG-MAP-003","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-002"", ""homeFactionName"": ""Asgardian"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-002"", ""sourceFactionName"": ""Asgardian"", ""sourceRealm"": ""The Storm-Rooted Aesir Holds"", ""sourceCultureRule"": ""source culture humans later copied as Norse myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
